year,id,title,jobTypes,dutyJobTypes,jobTypeConflictFlag,dutiesCount,hasActivityText,activityTextPlainLen,activityTextEmbeddedImageFlag,hasPosterFile,applyDetail,externalApplyDomain,externalApplyFlag,externalDetailOnlyFlag,rq1EligibleFlag,rq2EligibleFlag,ncsEligibleFlag
2025,227698,[BGF로지스] 2025년 1분기 신입 및 경력사원 공개채용,NEW|EXPERIENCED,NEW,True,27,True,236,True,False,https://bgf.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=209221,bgf.recruiter.co.kr,True,False,True,True,True
2025,227773,"[쎄트렉아이] 2025 상반기 신입 채용, SI Future-Ship 모집",NEW,NEW,False,16,True,335,True,False,https://satreci.recruiter.co.kr/career/sifutureship2025,satreci.recruiter.co.kr,True,False,True,True,True
2025,227783,[퍼시스그룹] 2025 상반기 신입사원 채용,NEW,NEW,False,18,True,347,True,False,https://fursysgroup.career.greetinghr.com/,fursysgroup.career.greetinghr.com,True,False,True,True,True
2025,227791,[한국항공우주산업] 2025년 상반기 KAI 신입사원 공개채용,NEW,NEW,False,16,True,682,True,False,https://koreaaero-recruit.applyin.co.kr/jobs/17653,koreaaero-recruit.applyin.co.kr,True,False,True,True,True
2025,226927,"[한국산림복지진흥원] 2025년도 상반기 정규직(4급, 5급, 6급) 채용 (~03/17)",NEW,NEW,False,15,True,149,True,False,https://fowi.applyin.co.kr/,fowi.applyin.co.kr,True,False,True,True,True
2025,226932,[한국산림복지진흥원] 2025년도 상반기 정규직(공무직) 채용 (~03/17),NEW,NEW,False,5,True,159,True,False,https://fowi.applyin.co.kr/jobs/17489,fowi.applyin.co.kr,True,False,True,True,True
2025,227721,신세계인터내셔날 연작/로이비/아이엠 글로벌 파트 사무보조 인턴 채용,INTERN,,False,0,True,876,False,False,yr.kang@sikorea.co.kr,,True,False,True,True,False
2025,225762,[강남구도시관리공단] 2025년 직무중심 역량기반 직원 채용 (~03/10),NEW,,False,0,True,312,True,False,https://gncity.jobnlab.co.kr/jobnotice/view/?recruitid=1004,gncity.jobnlab.co.kr,True,False,True,True,False
2025,229384,[포스코GYR테크] 2025년 신입 및 경력사원 채용,NEW,NEW,False,3,True,68,True,False,https://recruit.posco.com/h22a01-front/H22A1001.html?id=418002,recruit.posco.com,True,True,True,False,False
2025,228141,[바이엘코리아] Medical Information Associate (의학부 1년 계약직 채용),CONTRACT,,False,0,True,0,True,False,https://bayer.saramin.co.kr/,bayer.saramin.co.kr,True,True,True,False,False
2026,306146,[웰컴금융그룹/웰컴에프앤디] 자금팀 신입경력직(3년 이내),CONTRACT,,False,0,True,115,True,False,https://welcome.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=246503,welcome.recruiter.co.kr,True,True,True,False,False
2026,305952,[타라티피에스] 브랜드 캠페인 PM(제작물•디자인 관리),EXPERIENCED,EXPERIENCED,False,3,True,216,True,False,https://tara.career.greetinghr.com/ko/o/195857,tara.career.greetinghr.com,True,False,True,True,True
2026,305955,[타라티피에스] PO(Product Owner) - 경력,EXPERIENCED,EXPERIENCED,False,3,True,263,True,False,https://tara.career.greetinghr.com/ko/o/203575,tara.career.greetinghr.com,True,False,True,True,True
2026,306256,[롯데렌탈] 26년 03월 계약직(영업전문직군) - 오토렌탈영업,CONTRACT,,False,0,True,448,True,False,https://recruit.lotterental.net/reMenuAction.do,recruit.lotterental.net,True,False,True,True,False
2026,306761,[CBS] 2026년도 CBS 신입사원 선발 모집요강,NEW,NEW,False,36,True,80,True,False,https://www.cbs.co.kr/board/view/recruitInfo?no=236,www.cbs.co.kr,True,True,True,False,False
2026,308198,[브랜드 마케팅] 글로벌 호텔·크루즈 클라이언트 마케팅 담당자 모집,EXPERIENCED,,False,0,True,530,True,False,,,False,False,True,True,False
2026,305407,[한화에너지] 2026 상반기 신입사원 공개채용,NEW,NEW,False,6,True,197,True,False,https://recruit-hanwhaenergy.com/,recruit-hanwhaenergy.com,True,False,True,True,True
2026,305516,[기아] [계약직] HR Coordinator(압구정),CONTRACT,CONTRACT,False,1,True,356,True,False,https://career.kia.com/apply/applyView.kc?recuYy=2026&recuType=N5&recuCls=23,career.kia.com,True,False,True,True,True
2026,305469,[ANUA] 글로벌 뷰티 화장품 브랜드 / 캠페인 리드 시니어 매니저,EXPERIENCED,,False,0,True,0,True,False,https://thefounders.careers/job_posting/Vyz7mCMh,thefounders.careers,True,True,True,False,False
2026,305874,[LK보험중개] 26년 채용연계형 신입 인턴 모집 공고,INTERN,INTERN,False,8,True,117,True,False,LKHR@lkins.co.kr,,True,True,True,False,False
2026,303219,[서부지방산림청] 2026년도 서부지방산림청 청년인턴 채용공고,INTERN,INTERN,False,5,True,71,True,False,https://www.2030db.go.kr/user/youthIntern/selectYouthInternDetail.do?youthId=INTERN_0000000012589#down,www.2030db.go.kr,True,True,True,False,False
2026,303567,[중부지방산림청] 2026년 중부지방산림청 청년인턴 채용 공고,INTERN,INTERN,False,10,True,73,True,False,https://www.2030db.go.kr/user/youthIntern/selectYouthInternList.do,www.2030db.go.kr,True,True,True,False,False
2026,303635,[제주지방검찰청] 2026년 제주지방검찰청 청년인턴 채용 공고,INTERN,INTERN,False,5,True,132,True,False,https://www.2030db.go.kr/user/youthIntern/selectYouthInternDetail.do?youthId=INTERN_0000000013141#down,www.2030db.go.kr,True,False,True,True,True
2026,303636,[북부지방산림청] 2026년 북부지방산림청 청년인턴 채용 공고,INTERN,INTERN,False,25,True,73,True,False,https://www.2030db.go.kr/user/youthIntern/selectYouthInternDetail.do?youthId=INTERN_0000000012975#down,www.2030db.go.kr,True,True,True,False,False
2026,303699,[한국남부발전] 2026년 상반기 신입사원 및 별정직 채용 공고 (~03/12),NEW,,False,0,True,221,True,False,https://www.alio.go.kr/information/informationRecruitDtl.do?seq=297049,www.alio.go.kr,True,False,True,True,False
2026,303739,[한국지역난방공사] 2026년 체험형 인턴 선발 공고,INTERN,INTERN,False,30,True,129,True,False,https://kdhc.kirbs.re.kr/recruit/,kdhc.kirbs.re.kr,True,False,True,True,True
2026,279836,[전환형 인턴] 마케팅 AE 채용,INTERN,,False,0,True,0,True,False,https://bat.career.greetinghr.com/ko/o/186493,bat.career.greetinghr.com,True,True,True,False,False
2026,305747,[롯데컬처웍스] 2026년 3월 신입사원 채용 일반전형,NEW,NEW,False,6,True,404,True,False,https://recruit.lotte.co.kr/apply/announcement/detail/21803338?compcd=30006,recruit.lotte.co.kr,True,False,True,True,True
