chunkId,trackId,sectionId,sourceBlockId,chunkType,chunkText,normalizedText,ncsMappableFlag,chunkingVersion
CHK_9b9166dfb7d6570cf7111e9b,TRK_bc6016b33aeaa17ea1cd,SEC_5b076fe391822c9f3437,SBK_3aac0b8d0486175dd75dd380,OTHER,[비상교육] 금연정책 시행기업! 각 부문별 신입 및 경력 채용(~3/10),[비상교육] 금연정책 시행기업! 각 부문별 신입 및 경력 채용(~3/10),False,p4-semantic-chunk-v4.0.0
CHK_0d9e3a0d98a62c787526d68a,TRK_bc6016b33aeaa17ea1cd,SEC_5b076fe391822c9f3437,SBK_3aac0b8d0486175dd75dd380,OTHER,​,​,False,p4-semantic-chunk-v4.0.0
CHK_1522fd3bccd4f280b19fa2f0,TRK_bc6016b33aeaa17ea1cd,SEC_5b076fe391822c9f3437,SBK_3aac0b8d0486175dd75dd380,OTHER,서류전형 및 1차면접 > 인적성검사 > 2차면접 > 최종합격,서류전형 및 1차면접 > 인적성검사 > 2차면접 > 최종합격,False,p4-semantic-chunk-v4.0.0
CHK_e9ae4a2852b57fb7d3f3f1fe,TRK_bc6016b33aeaa17ea1cd,SEC_63b29cd8057be37d2a72,SBK_1b6f1f76acb9cce9b69f352d,DUTY,IT,it,True,p4-semantic-chunk-v4.0.0
CHK_9e7a09ccd0c5bd44f0c5d58b,TRK_bc6016b33aeaa17ea1cd,SEC_63b29cd8057be37d2a72,SBK_1b6f1f76acb9cce9b69f352d,DUTY,마케팅,마케팅,True,p4-semantic-chunk-v4.0.0
CHK_ff194a0bf9311dd5a88175b8,TRK_bc6016b33aeaa17ea1cd,SEC_63b29cd8057be37d2a72,SBK_1b6f1f76acb9cce9b69f352d,DUTY,기획,기획,True,p4-semantic-chunk-v4.0.0
CHK_271de89c1e3b815bdd805909,TRK_bc6016b33aeaa17ea1cd,SEC_63b29cd8057be37d2a72,SBK_1b6f1f76acb9cce9b69f352d,DUTY,교과서/교재개발 등,교과서/교재개발 등,True,p4-semantic-chunk-v4.0.0
CHK_66547a1ca2e97c50a1b378ca,TRK_bc6016b33aeaa17ea1cd,SEC_63b29cd8057be37d2a72,SBK_1b6f1f76acb9cce9b69f352d,DUTY,웹/앱 개발 및 기획,웹/앱 개발 및 기획,True,p4-semantic-chunk-v4.0.0
CHK_1a58a841a4675f00a1df1fc0,TRK_bc6016b33aeaa17ea1cd,SEC_63b29cd8057be37d2a72,SBK_1b6f1f76acb9cce9b69f352d,DUTY,브랜드 마케팅,브랜드 마케팅,True,p4-semantic-chunk-v4.0.0
CHK_d7e96886a06d391843236151,TRK_bc6016b33aeaa17ea1cd,SEC_63b29cd8057be37d2a72,SBK_1b6f1f76acb9cce9b69f352d,DUTY,회계,회계,True,p4-semantic-chunk-v4.0.0
CHK_e69ad38baf7ac6b96ed0937c,TRK_bc6016b33aeaa17ea1cd,SEC_63b29cd8057be37d2a72,SBK_1b6f1f76acb9cce9b69f352d,DUTY,물류관리,물류관리,True,p4-semantic-chunk-v4.0.0
CHK_e334de0fc1f695d5cd18d84b,TRK_bc6016b33aeaa17ea1cd,SEC_63b29cd8057be37d2a72,SBK_1b6f1f76acb9cce9b69f352d,DUTY,교과서 개발 등,교과서 개발 등,True,p4-semantic-chunk-v4.0.0
CHK_4dcaacc54256d4302b4e8e91,TRK_bc6016b33aeaa17ea1cd,SEC_fcd191cf037a6573baff,SBK_2873e72b8df20546fffd3d85,REQUIREMENT,공고참조,공고참조,True,p4-semantic-chunk-v4.0.0
CHK_26d079cd4857c75b7d48d6aa,TRK_c1da746d84ef4231384b,SEC_e4e3dfdf28c690868833,SBK_c7798f7974dac84b556e426d,OTHER,[현대리바트] 현대백화점 계열사! 기계설비 생산전문직 채용(~3/9),[현대리바트] 현대백화점 계열사! 기계설비 생산전문직 채용(~3/9),False,p4-semantic-chunk-v4.0.0
CHK_6c6c7cd2883c6d78f0d543f0,TRK_c1da746d84ef4231384b,SEC_e4e3dfdf28c690868833,SBK_c7798f7974dac84b556e426d,OTHER,​,​,False,p4-semantic-chunk-v4.0.0
CHK_78d97306c7c5dd16ab4c36ea,TRK_c1da746d84ef4231384b,SEC_e4e3dfdf28c690868833,SBK_c7798f7974dac84b556e426d,OTHER,서류전형 > 면접전형 > 신체검사 > 최종합격,서류전형 > 면접전형 > 신체검사 > 최종합격,False,p4-semantic-chunk-v4.0.0
CHK_427ac91b742526eb15fca43e,TRK_c1da746d84ef4231384b,SEC_65158d9326ac4276a845,SBK_d04e8616b2eefa7f86c9a9c1,DUTY,기계설비,기계설비,True,p4-semantic-chunk-v4.0.0
CHK_e4790bc0c13213ab8752e363,TRK_c1da746d84ef4231384b,SEC_65158d9326ac4276a845,SBK_d04e8616b2eefa7f86c9a9c1,DUTY,자동화 기계,자동화 기계,True,p4-semantic-chunk-v4.0.0
CHK_e6ec04873b1d1a3ca46b087c,TRK_c1da746d84ef4231384b,SEC_f1b6df863cff7450cc5b,SBK_ec175f6ffb57d3ed7a8dd2e9,REQUIREMENT,초대졸 이상,초대졸 이상,True,p4-semantic-chunk-v4.0.0
CHK_b37f75eb94a04dce67f662e1,TRK_c21cda7468e777f299d4,SEC_d86c2251eb6e0d3fb8fd,SBK_29d2ecd897e63afd2f53c3b9,OTHER,"[CS홀딩스] 초봉 3,600만원! 신입/경력 채용(~3/15)","[cs홀딩스] 초봉 3,600만원! 신입/경력 채용(~3/15)",False,p4-semantic-chunk-v4.0.0
CHK_cb6c7db64772cb1514334e2f,TRK_c21cda7468e777f299d4,SEC_d86c2251eb6e0d3fb8fd,SBK_29d2ecd897e63afd2f53c3b9,OTHER,​,​,False,p4-semantic-chunk-v4.0.0
CHK_60cd192c62bc9900d303f7f5,TRK_c21cda7468e777f299d4,SEC_d86c2251eb6e0d3fb8fd,SBK_29d2ecd897e63afd2f53c3b9,OTHER,서류전형 > 인적성검사(온라인) > 실무진 면접 > 심층(PT)면접 > 임원진면접 > 채용검진 > 최종합격,서류전형 > 인적성검사(온라인) > 실무진 면접 > 심층(pt)면접 > 임원진면접 > 채용검진 > 최종합격,False,p4-semantic-chunk-v4.0.0
CHK_cf97d0b3561dcc24ecc06447,TRK_c21cda7468e777f299d4,SEC_f6920dc3319cd44f494a,SBK_2da3517eee1312ecbfbce7a5,DUTY,경영관리,경영관리,True,p4-semantic-chunk-v4.0.0
CHK_d6e96582471522f67b7fad3e,TRK_c21cda7468e777f299d4,SEC_f6920dc3319cd44f494a,SBK_2da3517eee1312ecbfbce7a5,DUTY,해외영업,해외영업,True,p4-semantic-chunk-v4.0.0
CHK_07ec2af0fdf3d32acf22ff28,TRK_c21cda7468e777f299d4,SEC_f6920dc3319cd44f494a,SBK_2da3517eee1312ecbfbce7a5,DUTY,기술연구소,기술연구소,True,p4-semantic-chunk-v4.0.0
CHK_b96ecfd87ed02c8159ab34e9,TRK_c21cda7468e777f299d4,SEC_f6920dc3319cd44f494a,SBK_2da3517eee1312ecbfbce7a5,DUTY,사업계획 수립 및 KPI관리,사업계획 수립 및 kpi관리,True,p4-semantic-chunk-v4.0.0
CHK_a6278eb627b871ef1597d2ea,TRK_c21cda7468e777f299d4,SEC_f6920dc3319cd44f494a,SBK_2da3517eee1312ecbfbce7a5,DUTY,제품 해외영업,제품 해외영업,True,p4-semantic-chunk-v4.0.0
CHK_4d070a8b3ac170a59a75b9c7,TRK_c21cda7468e777f299d4,SEC_f6920dc3319cd44f494a,SBK_2da3517eee1312ecbfbce7a5,DUTY,용접재료 개발/개선 등,용접재료 개발/개선 등,True,p4-semantic-chunk-v4.0.0
CHK_1cc0f7a1bacc78ac3be49f4c,TRK_c21cda7468e777f299d4,SEC_a5a9c994ec6705ca8140,SBK_5f8f4857ee1839c3bd919ed3,REQUIREMENT,공고참조,공고참조,True,p4-semantic-chunk-v4.0.0
CHK_58b3164f263b727cfc85cfbe,TRK_de3fb766e375c22e345f,SEC_560a2a051cf90f4557a4,SBK_8301c81c59d9e4965d50c38b,OTHER,[경향신문사] 나이/학력제한 없음! 57기 수습기자 채용(~3/8),[경향신문사] 나이/학력제한 없음! 57기 수습기자 채용(~3/8),False,p4-semantic-chunk-v4.0.0
CHK_c3132648beffa284e79a16df,TRK_de3fb766e375c22e345f,SEC_560a2a051cf90f4557a4,SBK_8301c81c59d9e4965d50c38b,OTHER,​,​,False,p4-semantic-chunk-v4.0.0
CHK_15bc5bf5393583ca1255b47e,TRK_de3fb766e375c22e345f,SEC_560a2a051cf90f4557a4,SBK_8301c81c59d9e4965d50c38b,OTHER,"서류전형 > 필기시험(종합교양, 논술) > 실무능력평가/실무면접 > 최종면접","서류전형 > 필기시험(종합교양, 논술) > 실무능력평가/실무면접 > 최종면접",False,p4-semantic-chunk-v4.0.0
CHK_4095a1ff0e036b3512d54354,TRK_de3fb766e375c22e345f,SEC_69437a39999599d75aa7,SBK_2740c94f6cb6be64b874e95d,DUTY,수습기자,수습기자,True,p4-semantic-chunk-v4.0.0
CHK_f9f133a961bde563cf6c2861,TRK_de3fb766e375c22e345f,SEC_69437a39999599d75aa7,SBK_2740c94f6cb6be64b874e95d,DUTY,취재,취재,True,p4-semantic-chunk-v4.0.0
CHK_418756133ce56746d64524f3,TRK_de3fb766e375c22e345f,SEC_69437a39999599d75aa7,SBK_2740c94f6cb6be64b874e95d,DUTY,지역주재,지역주재,True,p4-semantic-chunk-v4.0.0
CHK_f78f3741d2923c92818b9448,TRK_de3fb766e375c22e345f,SEC_69437a39999599d75aa7,SBK_2740c94f6cb6be64b874e95d,DUTY,사진,사진,True,p4-semantic-chunk-v4.0.0
CHK_abd8ebe2d1213d69a9dcc4e6,TRK_de3fb766e375c22e345f,SEC_96a65da635a05c6e61f6,SBK_61bf675087667be9eb5a8626,COMPETENCY_EXPERIENCE,나이/학력 제한 없음,나이/학력 제한 없음,True,p4-semantic-chunk-v4.0.0
CHK_cf7d33a9f4bf2a4ae089b2d2,TRK_de3fb766e375c22e345f,SEC_96a65da635a05c6e61f6,SBK_61bf675087667be9eb5a8626,REQUIREMENT,공인 영어성적,공인 영어성적,True,p4-semantic-chunk-v4.0.0
CHK_0cd1a3ae38ddea26a1ae03f4,TRK_de3fb766e375c22e345f,SEC_96a65da635a05c6e61f6,SBK_61bf675087667be9eb5a8626,REQUIREMENT,공인 국어성적,공인 국어성적,True,p4-semantic-chunk-v4.0.0
CHK_88df0bad66667d64423caea6,TRK_dfc31037f1a7dd9b37bc,SEC_6711cfb433b34e65170a,SBK_d54c2ffa002052030cfb0f25,OTHER,[이베스트투자증권] 자녀학자금 지원! 채권영업 인턴 채용(~3/14),[이베스트투자증권] 자녀학자금 지원! 채권영업 인턴 채용(~3/14),False,p4-semantic-chunk-v4.0.0
CHK_b40127d4a62218461e286b32,TRK_dfc31037f1a7dd9b37bc,SEC_6711cfb433b34e65170a,SBK_d54c2ffa002052030cfb0f25,OTHER,​,​,False,p4-semantic-chunk-v4.0.0
CHK_db95b3e65f6b23bb6bee013c,TRK_dfc31037f1a7dd9b37bc,SEC_6711cfb433b34e65170a,SBK_d54c2ffa002052030cfb0f25,OTHER,서류전형 > 1차면접 > 2차면접 > 신체검사 > 최종합격,서류전형 > 1차면접 > 2차면접 > 신체검사 > 최종합격,False,p4-semantic-chunk-v4.0.0
CHK_21c9af9293f71ccec19c4816,TRK_dfc31037f1a7dd9b37bc,SEC_9eb119402aa7e67125c3,SBK_467f8e2f9cc4f721fcd0f815,DUTY,채권영업,채권영업,True,p4-semantic-chunk-v4.0.0
CHK_3cf404da48a2389265fabde3,TRK_dfc31037f1a7dd9b37bc,SEC_46c1ffc038723b98c44a,SBK_cd76df34a6ce3954c7a23d0d,KNOWLEDGE,금융투자업 전반에 대한 이해가 풍부한 자,금융투자업 전반에 대한 이해가 풍부한 자,True,p4-semantic-chunk-v4.0.0
CHK_0d54c03548bf4fc09aab8021,TRK_ebe5f522856a185f1960,SEC_5119e0e65ab7bfc09221,SBK_8cc03f4853bc0b5f6c6885f8,OTHER,[APR] 월 250만원! 자사몰 MD 인턴 채용(~3/11),[apr] 월 250만원! 자사몰 md 인턴 채용(~3/11),False,p4-semantic-chunk-v4.0.0
CHK_48d2b978c3a7944bdffaa644,TRK_ebe5f522856a185f1960,SEC_5119e0e65ab7bfc09221,SBK_8cc03f4853bc0b5f6c6885f8,OTHER,​,​,False,p4-semantic-chunk-v4.0.0
CHK_5834f4cfce41b8f7e9be8d18,TRK_ebe5f522856a185f1960,SEC_5119e0e65ab7bfc09221,SBK_8cc03f4853bc0b5f6c6885f8,OTHER,서류전형 > 인성검사 > 1차면접 > 인턴십,서류전형 > 인성검사 > 1차면접 > 인턴십,False,p4-semantic-chunk-v4.0.0
CHK_92fd70260accbccc95f01991,TRK_ebe5f522856a185f1960,SEC_fca42ceab34cde9a4394,SBK_d47c3a5dea022a48f3a24e70,DUTY,자사몰 MD,자사몰 md,True,p4-semantic-chunk-v4.0.0
CHK_4df8e89e52a649c1109e24da,TRK_ebe5f522856a185f1960,SEC_fca42ceab34cde9a4394,SBK_d47c3a5dea022a48f3a24e70,DUTY,자사몰 판매 분석에 따른 주차별 판매 프로모션 기획 및 분석,자사몰 판매 분석에 따른 주차별 판매 프로모션 기획 및 분석,True,p4-semantic-chunk-v4.0.0
CHK_fd388d832d6cc53bc71d225d,TRK_ebe5f522856a185f1960,SEC_fca42ceab34cde9a4394,SBK_d47c3a5dea022a48f3a24e70,DUTY,상품관리,상품관리,True,p4-semantic-chunk-v4.0.0
CHK_64a6e6a83308fb9e6957ed2f,TRK_ebe5f522856a185f1960,SEC_fca42ceab34cde9a4394,SBK_d47c3a5dea022a48f3a24e70,DUTY,고객관리,고객관리,True,p4-semantic-chunk-v4.0.0
CHK_9460621ce582f17648493b4e,TRK_ebe5f522856a185f1960,SEC_fca42ceab34cde9a4394,SBK_d47c3a5dea022a48f3a24e70,DUTY,자사몰 UI/UX 관리 및 개선 등,자사몰 ui/ux 관리 및 개선 등,True,p4-semantic-chunk-v4.0.0
CHK_85fb1833d75041c35df9fed8,TRK_ebe5f522856a185f1960,SEC_1753062d8751c098b8f6,SBK_ccc87552f4ad7833577b840e,REQUIREMENT,대졸 또는 8월 졸업예정자 등,대졸 또는 8월 졸업예정자 등,True,p4-semantic-chunk-v4.0.0
CHK_eb079901644a03c8c150a9dc,TRK_f67b37ae319c520a7b4f,SEC_26697cfcad977b60c1b6,SBK_f6e66dcaf12c720e4eb1f825,OTHER,[태경농산] 농심그룹 계열사! 각 부문별 신입 및 경력 채용(~3/21),[태경농산] 농심그룹 계열사! 각 부문별 신입 및 경력 채용(~3/21),False,p4-semantic-chunk-v4.0.0
CHK_7a515320b7a78cbeed5e0219,TRK_f67b37ae319c520a7b4f,SEC_26697cfcad977b60c1b6,SBK_f6e66dcaf12c720e4eb1f825,OTHER,​,​,False,p4-semantic-chunk-v4.0.0
CHK_ef61fd23670295b1343e1d15,TRK_f67b37ae319c520a7b4f,SEC_26697cfcad977b60c1b6,SBK_f6e66dcaf12c720e4eb1f825,OTHER,서류전형 > 인적성검사 > 실무면접 > 임원면접 > 최종합격,서류전형 > 인적성검사 > 실무면접 > 임원면접 > 최종합격,False,p4-semantic-chunk-v4.0.0
CHK_e50798167b3d40a2b603d0a1,TRK_f67b37ae319c520a7b4f,SEC_d89bfc1323e3937512f9,SBK_25868a19f46bc1878da78ac0,DUTY,경영관리,경영관리,True,p4-semantic-chunk-v4.0.0
CHK_38a97bd42b51e646db8331ab,TRK_f67b37ae319c520a7b4f,SEC_d89bfc1323e3937512f9,SBK_25868a19f46bc1878da78ac0,DUTY,연구개발,연구개발,True,p4-semantic-chunk-v4.0.0
CHK_3dcfed7c15089eb12712ce59,TRK_f67b37ae319c520a7b4f,SEC_d89bfc1323e3937512f9,SBK_25868a19f46bc1878da78ac0,DUTY,생산기획,생산기획,True,p4-semantic-chunk-v4.0.0
CHK_5649499f2ca324b73d7e0dd7,TRK_f67b37ae319c520a7b4f,SEC_d89bfc1323e3937512f9,SBK_25868a19f46bc1878da78ac0,DUTY,생산관리,생산관리,True,p4-semantic-chunk-v4.0.0
CHK_e4f20cf5302925491d5d1ae2,TRK_f67b37ae319c520a7b4f,SEC_d89bfc1323e3937512f9,SBK_25868a19f46bc1878da78ac0,DUTY,기계/설비관리,기계/설비관리,True,p4-semantic-chunk-v4.0.0
CHK_64be4b08d2f77d661981272d,TRK_f67b37ae319c520a7b4f,SEC_d89bfc1323e3937512f9,SBK_25868a19f46bc1878da78ac0,DUTY,산업안전 관리,산업안전 관리,True,p4-semantic-chunk-v4.0.0
CHK_e83e8daab12d8f540ed3e4c9,TRK_f67b37ae319c520a7b4f,SEC_d89bfc1323e3937512f9,SBK_25868a19f46bc1878da78ac0,DUTY,기획업무,기획업무,True,p4-semantic-chunk-v4.0.0
CHK_8f4414339cefd9007dad42fb,TRK_f67b37ae319c520a7b4f,SEC_d89bfc1323e3937512f9,SBK_25868a19f46bc1878da78ac0,DUTY,식품가공기술연구,식품가공기술연구,True,p4-semantic-chunk-v4.0.0
CHK_0f20f7a37024ef67b5e74e9d,TRK_f67b37ae319c520a7b4f,SEC_d89bfc1323e3937512f9,SBK_25868a19f46bc1878da78ac0,DUTY,공장관리업무,공장관리업무,True,p4-semantic-chunk-v4.0.0
CHK_02e970eb0656edca4e30551d,TRK_f67b37ae319c520a7b4f,SEC_d89bfc1323e3937512f9,SBK_25868a19f46bc1878da78ac0,DUTY,포장관련 설비 관리,포장관련 설비 관리,True,p4-semantic-chunk-v4.0.0
CHK_30cd39c37d2ea938797f7793,TRK_f67b37ae319c520a7b4f,SEC_d89bfc1323e3937512f9,SBK_25868a19f46bc1878da78ac0,DUTY,사업장 안전 관리 등,사업장 안전 관리 등,True,p4-semantic-chunk-v4.0.0
CHK_8b2086827b1862bb906369a1,TRK_f67b37ae319c520a7b4f,SEC_69d2942a3b681d042141,SBK_c06ee6ffe64f120c74b2d2dc,COMPETENCY_EXPERIENCE,정규 4년제 대학졸업 이상 학력 소지자,정규 4년제 대학졸업 이상 학력 소지자,True,p4-semantic-chunk-v4.0.0
