sourceBlockId,postingId,rawPostingId,assetId,sourceMode,sourceText,startChar,endChar,pageNo,bboxJson,rawSha256,parserVersion
SBK_2740c94f6cb6be64b874e95d,PST_bd774f58cc33ba2b7644,RAW_13562d87bb6d53003ac5,,ACTIVITY_TEXT,"- 수습기자
- 취재
- 지역주재
- 사진",85,108,,,3aa417eef672a56fcce159a0176393dc4df1cafbb86b5d5a9e827ad8a3e15c3c,observed-dev-parse-20260806.1
SBK_61bf675087667be9eb5a8626,PST_bd774f58cc33ba2b7644,RAW_13562d87bb6d53003ac5,,ACTIVITY_TEXT,"- 나이/학력 제한 없음
- 공인 영어성적
- 공인 국어성적",109,142,,,3aa417eef672a56fcce159a0176393dc4df1cafbb86b5d5a9e827ad8a3e15c3c,observed-dev-parse-20260806.1
SBK_d54c2ffa002052030cfb0f25,PST_cc9007db559c58121210,RAW_17636a91434950772c27,,ACTIVITY_TEXT,"[이베스트투자증권] 자녀학자금 지원! 채권영업 인턴 채용(~3/14)
​
- 서류전형 > 1차면접 > 2차면접 > 신체검사 > 최종합격",0,75,,,21f527cc8400414969d11addc767ca96fb751fb6bdeb968e4935c05a130cf1c9,observed-dev-parse-20260806.1
SBK_467f8e2f9cc4f721fcd0f815,PST_cc9007db559c58121210,RAW_17636a91434950772c27,,ACTIVITY_TEXT,- 채권영업,76,82,,,21f527cc8400414969d11addc767ca96fb751fb6bdeb968e4935c05a130cf1c9,observed-dev-parse-20260806.1
SBK_cd76df34a6ce3954c7a23d0d,PST_cc9007db559c58121210,RAW_17636a91434950772c27,,ACTIVITY_TEXT,- 금융투자업 전반에 대한 이해가 풍부한 자,83,107,,,21f527cc8400414969d11addc767ca96fb751fb6bdeb968e4935c05a130cf1c9,observed-dev-parse-20260806.1
SBK_8cc03f4853bc0b5f6c6885f8,PST_38610d26f66ea5e672ce,RAW_68e30c2681907d7e551b,,ACTIVITY_TEXT,"[APR] 월 250만원! 자사몰 MD 인턴 채용(~3/11)
​
- 서류전형 > 인성검사 > 1차면접 > 인턴십",0,63,,,e3f52a11f77022683614769c0324bfa12cf1da362e3d981d329069a5c39a9586,observed-dev-parse-20260806.1
SBK_d47c3a5dea022a48f3a24e70,PST_38610d26f66ea5e672ce,RAW_68e30c2681907d7e551b,,ACTIVITY_TEXT,"- 자사몰 MD
- 자사몰 판매 분석에 따른 주차별 판매 프로모션 기획 및 분석
- 상품관리
- 고객관리
- 자사몰 UI/UX 관리 및 개선 등",64,144,,,e3f52a11f77022683614769c0324bfa12cf1da362e3d981d329069a5c39a9586,observed-dev-parse-20260806.1
SBK_ccc87552f4ad7833577b840e,PST_38610d26f66ea5e672ce,RAW_68e30c2681907d7e551b,,ACTIVITY_TEXT,- 대졸 또는 8월 졸업예정자 등,145,163,,,e3f52a11f77022683614769c0324bfa12cf1da362e3d981d329069a5c39a9586,observed-dev-parse-20260806.1
SBK_f6e66dcaf12c720e4eb1f825,PST_2d8b2c511b01ca35b4ae,RAW_925269e1133d6fd38cae,,ACTIVITY_TEXT,"[태경농산] 농심그룹 계열사! 각 부문별 신입 및 경력 채용(~3/21)
​
- 서류전형 > 인적성검사 > 실무면접 > 임원면접 > 최종합격",0,78,,,1c85f79dca27d8560c9a93913b8a9cde3fdadd6c0087e1e53c152b3261d0da87,observed-dev-parse-20260806.1
SBK_25868a19f46bc1878da78ac0,PST_2d8b2c511b01ca35b4ae,RAW_925269e1133d6fd38cae,,ACTIVITY_TEXT,"- 경영관리
- 연구개발
- 생산기획
- 생산관리
- 기계/설비관리
- 산업안전 관리
- 기획업무
- 식품가공기술연구
- 공장관리업무
- 포장관련 설비 관리
- 사업장 안전 관리 등",79,180,,,1c85f79dca27d8560c9a93913b8a9cde3fdadd6c0087e1e53c152b3261d0da87,observed-dev-parse-20260806.1
SBK_c06ee6ffe64f120c74b2d2dc,PST_2d8b2c511b01ca35b4ae,RAW_925269e1133d6fd38cae,,ACTIVITY_TEXT,- 정규 4년제 대학졸업 이상 학력 소지자,181,204,,,1c85f79dca27d8560c9a93913b8a9cde3fdadd6c0087e1e53c152b3261d0da87,observed-dev-parse-20260806.1
