agentId,stageId,notebook,cellIndex,cellId,cellType,parametersTag,sourceLines,astParse,sourceOutputs,executionCount
P4-A2-PIPELINE,A2-10-EXPORT,pipeline/notebooks/10ExportPreprocessedCsv.ipynb,5,e3ab18be7945a159,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-10-EXPORT,pipeline/notebooks/10ExportPreprocessedCsv.ipynb,6,3e66066c90ae34a4,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-10-EXPORT,pipeline/notebooks/10ExportPreprocessedCsv.ipynb,7,891b8f41c26e4267,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-10-EXPORT,pipeline/notebooks/10ExportPreprocessedCsv.ipynb,8,b262f77ad85fb7c6,code,False,12,PASS,0,
P4-A2-PIPELINE,A2-10-EXPORT,pipeline/notebooks/10ExportPreprocessedCsv.ipynb,9,15041a94f9692b44,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-10-EXPORT,pipeline/notebooks/10ExportPreprocessedCsv.ipynb,10,bab1314959bc4a0e,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-11-EXPORT-QA,pipeline/notebooks/11PreprocessedDataQa.ipynb,0,35f822dcdf5b2440,markdown,False,14,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-11-EXPORT-QA,pipeline/notebooks/11PreprocessedDataQa.ipynb,1,02e11ed789a34c09,code,True,17,PASS,0,
P4-A2-PIPELINE,A2-11-EXPORT-QA,pipeline/notebooks/11PreprocessedDataQa.ipynb,2,d5967ffe5a087334,code,False,51,PASS,0,
P4-A2-PIPELINE,A2-11-EXPORT-QA,pipeline/notebooks/11PreprocessedDataQa.ipynb,3,7db2e02b2b97fca8,markdown,False,14,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-11-EXPORT-QA,pipeline/notebooks/11PreprocessedDataQa.ipynb,4,19933034b0b758f6,code,False,10,PASS,0,
P4-A2-PIPELINE,A2-11-EXPORT-QA,pipeline/notebooks/11PreprocessedDataQa.ipynb,5,3d4da00caffc84a0,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-11-EXPORT-QA,pipeline/notebooks/11PreprocessedDataQa.ipynb,6,01545a9985e66864,code,False,14,PASS,0,
P4-A2-PIPELINE,A2-11-EXPORT-QA,pipeline/notebooks/11PreprocessedDataQa.ipynb,7,e076dc09852085cb,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-11-EXPORT-QA,pipeline/notebooks/11PreprocessedDataQa.ipynb,8,d5d906740629e106,code,False,12,PASS,0,
P4-A2-PIPELINE,A2-11-EXPORT-QA,pipeline/notebooks/11PreprocessedDataQa.ipynb,9,a3ae3dc45f1a7bfa,markdown,False,1,NOT_APPLICABLE,0,
P4-A2-PIPELINE,A2-11-EXPORT-QA,pipeline/notebooks/11PreprocessedDataQa.ipynb,10,652146d3bf23ad71,code,False,14,PASS,0,
P4-A4-NCS,A4-00-NCS-SOURCE,ncs_mapping/notebooks/00NcsSourceAudit.ipynb,0,578ee08d,markdown,False,14,NOT_APPLICABLE,0,
P4-A4-NCS,A4-00-NCS-SOURCE,ncs_mapping/notebooks/00NcsSourceAudit.ipynb,1,4ed9fb5e,code,True,18,PASS,0,
P4-A4-NCS,A4-00-NCS-SOURCE,ncs_mapping/notebooks/00NcsSourceAudit.ipynb,2,a3d298ab,code,False,17,PASS,0,
P4-A4-NCS,A4-00-NCS-SOURCE,ncs_mapping/notebooks/00NcsSourceAudit.ipynb,3,76c51cf7,code,False,17,PASS,0,
P4-A4-NCS,A4-00-NCS-SOURCE,ncs_mapping/notebooks/00NcsSourceAudit.ipynb,4,5e55398f,code,False,4,PASS,0,
P4-A4-NCS,A4-00-NCS-SOURCE,ncs_mapping/notebooks/00NcsSourceAudit.ipynb,5,64235989,code,False,6,PASS,0,
P4-A4-NCS,A4-01-CODESET,ncs_mapping/notebooks/01BuildCoreAiItCodeSet.ipynb,0,a2777d4b,markdown,False,14,NOT_APPLICABLE,0,
P4-A4-NCS,A4-01-CODESET,ncs_mapping/notebooks/01BuildCoreAiItCodeSet.ipynb,1,8674b462,code,True,18,PASS,0,
P4-A4-NCS,A4-01-CODESET,ncs_mapping/notebooks/01BuildCoreAiItCodeSet.ipynb,2,c7b3299e,code,False,17,PASS,0,
P4-A4-NCS,A4-01-CODESET,ncs_mapping/notebooks/01BuildCoreAiItCodeSet.ipynb,3,776cfb2b,code,False,12,PASS,0,
P4-A4-NCS,A4-01-CODESET,ncs_mapping/notebooks/01BuildCoreAiItCodeSet.ipynb,4,c917d243,code,False,4,PASS,0,
P4-A4-NCS,A4-01-CODESET,ncs_mapping/notebooks/01BuildCoreAiItCodeSet.ipynb,5,06fdd11a,code,False,6,PASS,0,
P4-A4-NCS,A4-02-RETRIEVAL,ncs_mapping/notebooks/02BuildNcsRetrievalIndex.ipynb,0,33769a1d,markdown,False,14,NOT_APPLICABLE,0,
P4-A4-NCS,A4-02-RETRIEVAL,ncs_mapping/notebooks/02BuildNcsRetrievalIndex.ipynb,1,4e50c465,code,True,18,PASS,0,
P4-A4-NCS,A4-02-RETRIEVAL,ncs_mapping/notebooks/02BuildNcsRetrievalIndex.ipynb,2,d8413831,code,False,17,PASS,0,
P4-A4-NCS,A4-02-RETRIEVAL,ncs_mapping/notebooks/02BuildNcsRetrievalIndex.ipynb,3,0075f617,code,False,12,PASS,0,
P4-A4-NCS,A4-02-RETRIEVAL,ncs_mapping/notebooks/02BuildNcsRetrievalIndex.ipynb,4,dca89c8b,code,False,4,PASS,0,
P4-A4-NCS,A4-02-RETRIEVAL,ncs_mapping/notebooks/02BuildNcsRetrievalIndex.ipynb,5,ccb79644,code,False,6,PASS,0,
P4-A4-NCS,A4-03-MAP-OBSERVED,ncs_mapping/notebooks/03MapObservedDuties.ipynb,0,e4850306,markdown,False,14,NOT_APPLICABLE,0,
P4-A4-NCS,A4-03-MAP-OBSERVED,ncs_mapping/notebooks/03MapObservedDuties.ipynb,1,b1c9ae03,code,True,18,PASS,0,
P4-A4-NCS,A4-03-MAP-OBSERVED,ncs_mapping/notebooks/03MapObservedDuties.ipynb,2,88905acf,code,False,17,PASS,0,
P4-A4-NCS,A4-03-MAP-OBSERVED,ncs_mapping/notebooks/03MapObservedDuties.ipynb,3,11af5b82,code,False,16,PASS,0,
P4-A4-NCS,A4-03-MAP-OBSERVED,ncs_mapping/notebooks/03MapObservedDuties.ipynb,4,7994a56b,code,False,4,PASS,0,
P4-A4-NCS,A4-03-MAP-OBSERVED,ncs_mapping/notebooks/03MapObservedDuties.ipynb,5,faa1dfba,code,False,6,PASS,0,
P4-A4-NCS,A4-04-EXPORT,ncs_mapping/notebooks/04ExportNcsMappingCsv.ipynb,0,fb2fd824,markdown,False,14,NOT_APPLICABLE,0,
P4-A4-NCS,A4-04-EXPORT,ncs_mapping/notebooks/04ExportNcsMappingCsv.ipynb,1,4890f81f,code,True,18,PASS,0,
P4-A4-NCS,A4-04-EXPORT,ncs_mapping/notebooks/04ExportNcsMappingCsv.ipynb,2,d059b30f,code,False,17,PASS,0,
P4-A4-NCS,A4-04-EXPORT,ncs_mapping/notebooks/04ExportNcsMappingCsv.ipynb,3,34f990c7,code,False,8,PASS,0,
P4-A4-NCS,A4-04-EXPORT,ncs_mapping/notebooks/04ExportNcsMappingCsv.ipynb,4,0d4d424b,code,False,4,PASS,0,
P4-A4-NCS,A4-04-EXPORT,ncs_mapping/notebooks/04ExportNcsMappingCsv.ipynb,5,1f400763,code,False,6,PASS,0,
P4-A4-NCS,A4-05-EVALUATE,ncs_mapping/notebooks/05EvaluateNcsMapping.ipynb,0,416ce8ee,markdown,False,14,NOT_APPLICABLE,0,
P4-A4-NCS,A4-05-EVALUATE,ncs_mapping/notebooks/05EvaluateNcsMapping.ipynb,1,0c5696dc,code,True,18,PASS,0,
P4-A4-NCS,A4-05-EVALUATE,ncs_mapping/notebooks/05EvaluateNcsMapping.ipynb,2,d2eeb69f,code,False,17,PASS,0,
P4-A4-NCS,A4-05-EVALUATE,ncs_mapping/notebooks/05EvaluateNcsMapping.ipynb,3,cd6617c0,code,False,10,PASS,0,
P4-A4-NCS,A4-05-EVALUATE,ncs_mapping/notebooks/05EvaluateNcsMapping.ipynb,4,0da55d0d,code,False,4,PASS,0,
P4-A4-NCS,A4-05-EVALUATE,ncs_mapping/notebooks/05EvaluateNcsMapping.ipynb,5,85989a3e,code,False,6,PASS,0,
P4-A3-CONTROL,A3-MASTER,crawl/notebooks/P4_Notebook_First_Master.ipynb,0,a3-master-title,markdown,False,12,NOT_APPLICABLE,0,
P4-A3-CONTROL,A3-MASTER,crawl/notebooks/P4_Notebook_First_Master.ipynb,1,a3-master-parameters,code,True,13,PASS,0,
P4-A3-CONTROL,A3-MASTER,crawl/notebooks/P4_Notebook_First_Master.ipynb,2,a3-master-environment,code,False,28,PASS,0,
P4-A3-CONTROL,A3-MASTER,crawl/notebooks/P4_Notebook_First_Master.ipynb,3,a3-master-input-audit,code,False,15,PASS,0,
P4-A3-CONTROL,A3-MASTER,crawl/notebooks/P4_Notebook_First_Master.ipynb,4,a3-master-index,markdown,False,9,NOT_APPLICABLE,0,
P4-A3-CONTROL,A3-MASTER,crawl/notebooks/P4_Notebook_First_Master.ipynb,5,a3-master-architecture,code,False,9,PASS,0,
P4-A3-CONTROL,A3-MASTER,crawl/notebooks/P4_Notebook_First_Master.ipynb,6,a3-master-stage-registry,code,False,11,PASS,0,
P4-A3-CONTROL,A3-MASTER,crawl/notebooks/P4_Notebook_First_Master.ipynb,7,a3-master-execute,code,False,12,PASS,0,
P4-A3-CONTROL,A3-MASTER,crawl/notebooks/P4_Notebook_First_Master.ipynb,8,a3-master-manifests,code,False,8,PASS,0,
P4-A3-CONTROL,A3-MASTER,crawl/notebooks/P4_Notebook_First_Master.ipynb,9,a3-master-final-qa,code,False,22,PASS,0,
P4-A3-CONTROL,A3-MASTER,crawl/notebooks/P4_Notebook_First_Master.ipynb,10,a3-master-terminate,code,False,13,PASS,0,
