tableName,tableDescription,columnOrder,columnName,type,nullable,description,enum,primaryKey,unique,default,check,source,derivation,qualityRule,contractVersion,sourceContractSha256
raw.postingAsset,Posting image PDF or attachment lineage,5,assetPath,VARCHAR,False,Immutable local path,,False,False,,,Linkareer posting asset metadata,direct extraction or normalized source metadata; no analytical inference,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
raw.postingAsset,Posting image PDF or attachment lineage,6,assetSha256,VARCHAR,False,Asset SHA-256,,False,False,,length(assetSha256) = 64,Linkareer posting asset metadata,direct extraction or normalized source metadata; no analytical inference,must be non-null; must satisfy length(assetSha256) = 64,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
raw.postingAsset,Posting image PDF or attachment lineage,7,widthPx,INTEGER,True,Pixel width,,False,False,,widthPx IS NULL OR widthPx > 0,Linkareer posting asset metadata,direct extraction or normalized source metadata; no analytical inference,must satisfy widthPx IS NULL OR widthPx > 0,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
raw.postingAsset,Posting image PDF or attachment lineage,8,heightPx,INTEGER,True,Pixel height,,False,False,,heightPx IS NULL OR heightPx > 0,Linkareer posting asset metadata,direct extraction or normalized source metadata; no analytical inference,must satisfy heightPx IS NULL OR heightPx > 0,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
raw.postingAsset,Posting image PDF or attachment lineage,9,bytes,BIGINT,True,Asset byte length,,False,False,,bytes IS NULL OR bytes >= 0,Linkareer posting asset metadata,direct extraction or normalized source metadata; no analytical inference,must satisfy bytes IS NULL OR bytes >= 0,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
raw.ocrResult,OCR result and block lineage,1,ocrId,VARCHAR,False,OCR result key,,True,False,,,OCR engine output,direct extraction or normalized source metadata; no analytical inference,non-null and unique within primary key of raw.ocrResult,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
raw.ocrResult,OCR result and block lineage,2,assetId,VARCHAR,False,Asset key,,False,False,,,OCR engine output,direct extraction or normalized source metadata; no analytical inference,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
raw.ocrResult,OCR result and block lineage,3,ocrEngine,VARCHAR,False,OCR engine,,False,False,,,OCR engine output,direct extraction or normalized source metadata; no analytical inference,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
raw.ocrResult,OCR result and block lineage,4,ocrModel,VARCHAR,False,OCR model,,False,False,,,OCR engine output,direct extraction or normalized source metadata; no analytical inference,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
raw.ocrResult,OCR result and block lineage,5,ocrVersion,VARCHAR,False,OCR pipeline version,,False,False,,,OCR engine output,direct extraction or normalized source metadata; no analytical inference,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
raw.ocrResult,OCR result and block lineage,6,ocrText,VARCHAR,True,Extracted text,,False,False,,,OCR engine output,direct extraction or normalized source metadata; no analytical inference,nullable value must preserve source missingness; no sentinel substitution,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
raw.ocrResult,OCR result and block lineage,7,ocrBlocksJson,JSON,True,Block coordinates and text,,False,False,,,OCR engine output,direct extraction or normalized source metadata; no analytical inference,nullable value must preserve source missingness; no sentinel substitution,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
raw.ocrResult,OCR result and block lineage,8,ocrConfidence,DOUBLE,True,OCR confidence,,False,False,,ocrConfidence IS NULL OR ocrConfidence BETWEEN 0 AND 1,OCR engine output,direct extraction or normalized source metadata; no analytical inference,must satisfy ocrConfidence IS NULL OR ocrConfidence BETWEEN 0 AND 1,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
raw.ocrResult,OCR result and block lineage,9,ocrReviewFlag,BOOLEAN,False,Human review required,,False,False,False,,OCR engine output,direct extraction or normalized source metadata; no analytical inference,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
raw.ocrResult,OCR result and block lineage,10,producedAt,TIMESTAMPTZ,False,Produced timestamp,,False,False,,,OCR engine output,direct extraction or normalized source metadata; no analytical inference,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,1,postingId,VARCHAR,False,Stable posting identity,,True,False,,,raw.linkareerPostingRaw and raw.ocrResult,PST_ + sha256(sourceName|sourcePostingId)[:20],non-null and unique within primary key of core.postingNormalized,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,2,rawPostingId,VARCHAR,False,Source snapshot used,,False,False,,,raw.linkareerPostingRaw and raw.ocrResult,RAW_ + sha256(sourceName|sourcePostingId|rawSha256)[:20],must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,3,sourcePostingId,VARCHAR,False,Source posting identifier,,False,False,,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,4,sourceUrl,VARCHAR,False,Posting URL,,False,False,,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,5,companyKey,VARCHAR,True,Normalized company key,,False,False,,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,nullable value must preserve source missingness; no sentinel substitution,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,6,companyName,VARCHAR,True,Normalized company name,,False,False,,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,nullable value must preserve source missingness; no sentinel substitution,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,7,industryName,VARCHAR,True,Industry name,,False,False,,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,nullable value must preserve source missingness; no sentinel substitution,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,8,jobTitle,VARCHAR,True,Posting job title,,False,False,,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,nullable value must preserve source missingness; no sentinel substitution,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,9,bodyText,VARCHAR,True,Merged HTML and OCR text,,False,False,,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,nullable value must preserve source missingness; no sentinel substitution,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,10,postedAt,TIMESTAMPTZ,True,Observed posting time,,False,False,,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,nullable value must preserve source missingness; no sentinel substitution,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,11,deadlineAt,TIMESTAMPTZ,True,Deadline,,False,False,,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,nullable value must preserve source missingness; no sentinel substitution,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,12,postingKind,VARCHAR,False,Posting kind,recruitIntern|recruitNewGrad|recruitExperienced|recruitUnknown|contest|extracurricular|education|club|volunteer|other,False,False,,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,must be non-null; must belong to enum postingKind,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,13,recruitmentScope,VARCHAR,False,Recruitment scope,entryOnly|internOnly|experiencedOnly|entryInternMixed|entryExperiencedMixed|internExperiencedMixed|allMixed|mixedUnresolved|unknown,False,False,,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,must be non-null; must belong to enum recruitmentScope,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,14,postingEligibleFlag,BOOLEAN,False,Recruitment eligibility before dedup,,False,False,False,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,15,rq1EligibleFlag,BOOLEAN,False,Eligible for RQ1 posting composition after canonical selection,,False,False,False,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,16,rq2EligibleFlag,BOOLEAN,False,Eligible for resolved track-level barrier analysis,,False,False,False,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,17,ncsEligibleFlag,BOOLEAN,False,Eligible for task-context NCS mapping,,False,False,False,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,18,rq2ExclusionReason,VARCHAR,True,Reason the track or posting is unavailable for RQ2,activityTextMissing|externalAtsBodyUnavailable|boundaryUnresolved|trackUnresolved|textTooShort|nonRecruitPosting|other,False,False,,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,must belong to enum rq2ExclusionReason,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,19,invalidReason,VARCHAR,True,Eligibility failure reason,,False,False,,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,nullable value must preserve source missingness; no sentinel substitution,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,20,duplicateGroupId,VARCHAR,True,Ninety-day repost group,,False,False,,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,nullable value must preserve source missingness; no sentinel substitution,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,21,canonicalPostingId,VARCHAR,False,Canonical group identifier,,False,False,,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,22,canonicalPostedAt,TIMESTAMPTZ,False,First posting time in group,,False,False,,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,23,canonicalRecordFlag,BOOLEAN,False,Canonical record indicator,,False,False,True,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,24,repostCount,SMALLINT,False,Repost count,,False,False,0,repostCount >= 0,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,must be non-null; must satisfy repostCount >= 0,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,25,rawSha256,VARCHAR,False,Source payload SHA-256,,False,False,,length(rawSha256) = 64,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,must be non-null; must satisfy length(rawSha256) = 64,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,26,parseVersion,VARCHAR,False,Parser version,,False,False,,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,27,dataVersion,VARCHAR,False,Data version,,False,False,,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingNormalized,One normalized posting identity with dedup-independent eligibility,28,normalizedAt,TIMESTAMPTZ,False,Normalization timestamp,,False,False,,,raw.linkareerPostingRaw and raw.ocrResult,deterministic transformation for core.postingNormalized under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingTrack,Recruitment track within a posting,1,trackId,VARCHAR,False,Track key,,True,False,,,core.postingNormalized plus jobTypes and duties evidence,TRK_ + sha256(postingId|trackIndex)[:20],non-null and unique within primary key of core.postingTrack,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingTrack,Recruitment track within a posting,2,postingId,VARCHAR,False,Posting key,,False,True,,,core.postingNormalized plus jobTypes and duties evidence,PST_ + sha256(sourceName|sourcePostingId)[:20],must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingTrack,Recruitment track within a posting,3,trackIndex,SMALLINT,False,Stable zero-based track order,,False,True,,trackIndex >= 0,core.postingNormalized plus jobTypes and duties evidence,deterministic transformation for core.postingTrack under contract 2.1.2,must be non-null; must satisfy trackIndex >= 0,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingTrack,Recruitment track within a posting,4,trackType,VARCHAR,False,Track type,entry|intern|experienced|mixedUnresolved|unknown,False,False,,,core.postingNormalized plus jobTypes and duties evidence,deterministic transformation for core.postingTrack under contract 2.1.2,must be non-null; must belong to enum trackType,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingTrack,Recruitment track within a posting,5,trackTitle,VARCHAR,True,Track title,,False,False,,,core.postingNormalized plus jobTypes and duties evidence,deterministic transformation for core.postingTrack under contract 2.1.2,nullable value must preserve source missingness; no sentinel substitution,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingTrack,Recruitment track within a posting,6,hasEntryFlag,BOOLEAN,False,Includes entry recruitment,,False,False,,,core.postingNormalized plus jobTypes and duties evidence,deterministic transformation for core.postingTrack under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingTrack,Recruitment track within a posting,7,hasInternFlag,BOOLEAN,False,Includes intern recruitment,,False,False,,,core.postingNormalized plus jobTypes and duties evidence,deterministic transformation for core.postingTrack under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingTrack,Recruitment track within a posting,8,hasExperiencedFlag,BOOLEAN,False,Includes experienced recruitment,,False,False,,,core.postingNormalized plus jobTypes and duties evidence,deterministic transformation for core.postingTrack under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingTrack,Recruitment track within a posting,9,recruitmentScope,VARCHAR,False,Posting recruitment scope,entryOnly|internOnly|experiencedOnly|entryInternMixed|entryExperiencedMixed|internExperiencedMixed|allMixed|mixedUnresolved|unknown,False,False,,,core.postingNormalized plus jobTypes and duties evidence,deterministic transformation for core.postingTrack under contract 2.1.2,must be non-null; must belong to enum recruitmentScope,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingTrack,Recruitment track within a posting,10,mixedResolvedFlag,BOOLEAN,False,Mixed posting was split reliably,,False,False,,,core.postingNormalized plus jobTypes and duties evidence,deterministic transformation for core.postingTrack under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingTrack,Recruitment track within a posting,11,splitConfidence,DOUBLE,True,Track split confidence,,False,False,,splitConfidence IS NULL OR splitConfidence BETWEEN 0 AND 1,core.postingNormalized plus jobTypes and duties evidence,deterministic transformation for core.postingTrack under contract 2.1.2,must satisfy splitConfidence IS NULL OR splitConfidence BETWEEN 0 AND 1,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingTrack,Recruitment track within a posting,12,trackVersion,VARCHAR,False,Track parser version,,False,False,,,core.postingNormalized plus jobTypes and duties evidence,deterministic transformation for core.postingTrack under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingTrack,Recruitment track within a posting,13,jobTypeSource,VARCHAR,False,Authority used for track job type,dutiesJobType|jobTypes|detailText|unresolved,False,False,,,core.postingNormalized plus jobTypes and duties evidence,deterministic transformation for core.postingTrack under contract 2.1.2,must be non-null; must belong to enum jobTypeSource,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingTrack,Recruitment track within a posting,14,jobTypeConflictFlag,BOOLEAN,False,duties jobType conflicts with listing jobTypes,,False,False,False,,core.postingNormalized plus jobTypes and duties evidence,deterministic transformation for core.postingTrack under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingSection,Typed section within a track,1,sectionId,VARCHAR,False,Section key,,True,False,,,core.postingTrack and normalized body evidence,SEC_ + sha256(trackId|sectionOrder)[:20],non-null and unique within primary key of core.postingSection,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingSection,Typed section within a track,2,trackId,VARCHAR,False,Track key,,False,True,,,core.postingTrack and normalized body evidence,TRK_ + sha256(postingId|trackIndex)[:20],must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingSection,Typed section within a track,3,postingId,VARCHAR,False,Posting key,,False,False,,,core.postingTrack and normalized body evidence,PST_ + sha256(sourceName|sourcePostingId)[:20],must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingSection,Typed section within a track,4,sectionOrder,SMALLINT,False,Stable section order,,False,True,,sectionOrder >= 0,core.postingTrack and normalized body evidence,deterministic transformation for core.postingSection under contract 2.1.2,must be non-null; must satisfy sectionOrder >= 0,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingSection,Typed section within a track,5,sectionType,VARCHAR,False,Section type,title|duty|required|preferred|qualification|process|condition|benefit|company|other,False,False,,,core.postingTrack and normalized body evidence,deterministic transformation for core.postingSection under contract 2.1.2,must be non-null; must belong to enum sectionType,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingSection,Typed section within a track,6,sectionText,VARCHAR,False,Section text,,False,False,,,core.postingTrack and normalized body evidence,deterministic transformation for core.postingSection under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingSection,Typed section within a track,7,sourceMode,VARCHAR,False,HTML OCR or merged source,html|ocr|merged,False,False,,,core.postingTrack and normalized body evidence,deterministic transformation for core.postingSection under contract 2.1.2,must be non-null; must belong to enum sourceMode,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingSection,Typed section within a track,8,boundaryResolvedFlag,BOOLEAN,False,Required-preferred boundary resolved,,False,False,,,core.postingTrack and normalized body evidence,deterministic transformation for core.postingSection under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingSection,Typed section within a track,9,sectionConfidence,DOUBLE,True,Section confidence,,False,False,,sectionConfidence IS NULL OR sectionConfidence BETWEEN 0 AND 1,core.postingTrack and normalized body evidence,deterministic transformation for core.postingSection under contract 2.1.2,must satisfy sectionConfidence IS NULL OR sectionConfidence BETWEEN 0 AND 1,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.postingSection,Typed section within a track,10,parseVersion,VARCHAR,False,Parser version,,False,False,,,core.postingTrack and normalized body evidence,deterministic transformation for core.postingSection under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.requirementFact,Atomic requirement evidence,1,requirementId,VARCHAR,False,Requirement key,,True,False,,,core.postingSection,REQ_ + sha256(sectionId|requirementType|normalizedEvidence)[:20],non-null and unique within primary key of core.requirementFact,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.requirementFact,Atomic requirement evidence,2,sectionId,VARCHAR,False,Section key,,False,False,,,core.postingSection,SEC_ + sha256(trackId|sectionOrder)[:20],must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.requirementFact,Atomic requirement evidence,3,trackId,VARCHAR,False,Track key,,False,False,,,core.postingSection,TRK_ + sha256(postingId|trackIndex)[:20],must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.requirementFact,Atomic requirement evidence,4,postingId,VARCHAR,False,Posting key,,False,False,,,core.postingSection,PST_ + sha256(sourceName|sourcePostingId)[:20],must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.requirementFact,Atomic requirement evidence,5,requirementType,VARCHAR,False,Requirement type,careerMonths|priorExperience|portfolio|project|certificate|degree|major|skill|tool|language|duty|other,False,False,,,core.postingSection,deterministic transformation for core.requirementFact under contract 2.1.2,must be non-null; must belong to enum requirementType,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.requirementFact,Atomic requirement evidence,6,obligation,VARCHAR,False,Required preferred or unknown,required|preferred|unknown,False,False,,,core.postingSection,deterministic transformation for core.requirementFact under contract 2.1.2,must be non-null; must belong to enum obligation,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.requirementFact,Atomic requirement evidence,7,valueNum,DOUBLE,True,Numeric normalized value,,False,False,,,core.postingSection,deterministic transformation for core.requirementFact under contract 2.1.2,nullable value must preserve source missingness; no sentinel substitution,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.requirementFact,Atomic requirement evidence,8,valueUnit,VARCHAR,True,Unit such as month count or level,,False,False,,,core.postingSection,deterministic transformation for core.requirementFact under contract 2.1.2,nullable value must preserve source missingness; no sentinel substitution,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.requirementFact,Atomic requirement evidence,9,valueText,VARCHAR,True,Normalized text value,,False,False,,,core.postingSection,deterministic transformation for core.requirementFact under contract 2.1.2,nullable value must preserve source missingness; no sentinel substitution,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.requirementFact,Atomic requirement evidence,10,certificateNameRaw,VARCHAR,True,Raw certificate name,,False,False,,,core.postingSection,deterministic transformation for core.requirementFact under contract 2.1.2,nullable value must preserve source missingness; no sentinel substitution,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.requirementFact,Atomic requirement evidence,11,certificateClass,VARCHAR,True,National certificate class,craftsman|industrialEngineer|engineer|masterCraftsman|professionalEngineer|otherNational,False,False,,,core.postingSection,deterministic transformation for core.requirementFact under contract 2.1.2,must belong to enum certificateClass,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.requirementFact,Atomic requirement evidence,12,degreeLevel,VARCHAR,True,Required degree level,highSchool|associate|bachelor|master|doctor,False,False,,,core.postingSection,deterministic transformation for core.requirementFact under contract 2.1.2,must belong to enum degreeLevel,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.requirementFact,Atomic requirement evidence,13,evidenceText,VARCHAR,False,Source evidence text,,False,False,,,core.postingSection,deterministic transformation for core.requirementFact under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.requirementFact,Atomic requirement evidence,14,extractorVersion,VARCHAR,False,Extractor version,,False,False,,,core.postingSection,deterministic transformation for core.requirementFact under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.requirementFact,Atomic requirement evidence,15,confidence,DOUBLE,True,Extraction confidence,,False,False,,confidence IS NULL OR confidence BETWEEN 0 AND 1,core.postingSection,deterministic transformation for core.requirementFact under contract 2.1.2,must satisfy confidence IS NULL OR confidence BETWEEN 0 AND 1,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
core.requirementFact,Atomic requirement evidence,16,reviewFlag,BOOLEAN,False,Human review required,,False,False,False,,core.postingSection,deterministic transformation for core.requirementFact under contract 2.1.2,must be non-null,2.1.2,f92380cdfc16967f1e363800cd9a575e44532f18a86b2f28f8c3e2404ed675e9
