branch,baseCommit,headCommit,dataVersion,runId,rawStorageRootId,path,changeType,integrationBlobSha,crawlAuthorityBlobSha,classification,chosenAuthority,reason,owner,resolutionStatus,requiredA3Action,sourceOrGenerated
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/reports/m1_5_control_patch/CRAWL_ORCHESTRATOR_HANDOFF.json,A,,ae5419bee79b9497a6103791becf588b6262281a,GENERATED_EVIDENCE,CRAWL_HANDOFF_EVIDENCE_REFERENCE,"Generated evidence is retained or referenced, never selected as source authority.",A1/A5,REFERENCED_NOT_SOURCE,DO_NOT_TREAT_AS_SOURCE_AUTHORITY,GENERATED
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/reports/m1_5_control_patch/CRAWL_PATCH_BASELINE.md,A,,29aa8097cf0ac14c5d4ab5634f07c6c6a7857696,GENERATED_EVIDENCE,CRAWL_HANDOFF_EVIDENCE_REFERENCE,"Generated evidence is retained or referenced, never selected as source authority.",A1/A5,REFERENCED_NOT_SOURCE,DO_NOT_TREAT_AS_SOURCE_AUTHORITY,GENERATED
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/reports/m1_5_control_patch/CRAWL_PATCH_DEFECT_MAP.csv,A,,280b0204df88fc25a5802a6b9e45fca9e57fe84d,GENERATED_EVIDENCE,CRAWL_HANDOFF_EVIDENCE_REFERENCE,"Generated evidence is retained or referenced, never selected as source authority.",A1/A5,REFERENCED_NOT_SOURCE,DO_NOT_TREAT_AS_SOURCE_AUTHORITY,GENERATED
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/reports/m1_5_control_patch/CRAWL_RAW_POSTING_BINDING_AUDIT.csv,A,,448b3a57a853999c85a37ee9a423b2c4b554510d,GENERATED_EVIDENCE,CRAWL_HANDOFF_EVIDENCE_REFERENCE,"Generated evidence is retained or referenced, never selected as source authority.",A1/A5,REFERENCED_NOT_SOURCE,DO_NOT_TREAT_AS_SOURCE_AUTHORITY,GENERATED
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/reports/m1_5_control_patch/CRAWL_RELEASE_PORTABILITY_AUDIT.csv,A,,b3f6e2b3026129bdc028fa9303850c4dbff0a5f5,GENERATED_EVIDENCE,CRAWL_HANDOFF_EVIDENCE_REFERENCE,"Generated evidence is retained or referenced, never selected as source authority.",A1/A5,REFERENCED_NOT_SOURCE,DO_NOT_TREAT_AS_SOURCE_AUTHORITY,GENERATED
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/reports/m1_5_control_patch/CRAWL_REPLAY_SUMMARY.csv,A,,2923c5321e55399987337f574ba71a693d7e7229,GENERATED_EVIDENCE,CRAWL_HANDOFF_EVIDENCE_REFERENCE,"Generated evidence is retained or referenced, never selected as source authority.",A1/A5,REFERENCED_NOT_SOURCE,DO_NOT_TREAT_AS_SOURCE_AUTHORITY,GENERATED
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/reports/m1_5_control_patch/CRAWL_SOURCE_POLICY_TESTS.csv,A,,efdf67c68895526378f98ed683ebb8bac20b3b20,GENERATED_EVIDENCE,CRAWL_HANDOFF_EVIDENCE_REFERENCE,"Generated evidence is retained or referenced, never selected as source authority.",A1/A5,REFERENCED_NOT_SOURCE,DO_NOT_TREAT_AS_SOURCE_AUTHORITY,GENERATED
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/reports/m1_5_control_patch/CRAWL_STAGE_DEPENDENCY_GRAPH.csv,A,,5c0c31fdb5d4d8e2c0c5b9064e9914811b8511f3,GENERATED_EVIDENCE,CRAWL_HANDOFF_EVIDENCE_REFERENCE,"Generated evidence is retained or referenced, never selected as source authority.",A1/A5,REFERENCED_NOT_SOURCE,DO_NOT_TREAT_AS_SOURCE_AUTHORITY,GENERATED
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/reports/m1_5_control_patch/CRAWL_STAGE_TOPOLOGICAL_ORDER.csv,A,,eecf5eab2e942a062a4cc5fb669c76e5c7248381,GENERATED_EVIDENCE,CRAWL_HANDOFF_EVIDENCE_REFERENCE,"Generated evidence is retained or referenced, never selected as source authority.",A1/A5,REFERENCED_NOT_SOURCE,DO_NOT_TREAT_AS_SOURCE_AUTHORITY,GENERATED
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/reports/m1_5_control_patch/CRAWL_VALIDATOR_NEGATIVE_TESTS.csv,A,,af7773350e46ae71a3ef30326394c32be3fa4532,GENERATED_EVIDENCE,CRAWL_HANDOFF_EVIDENCE_REFERENCE,"Generated evidence is retained or referenced, never selected as source authority.",A1/A5,REFERENCED_NOT_SOURCE,DO_NOT_TREAT_AS_SOURCE_AUTHORITY,GENERATED
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/reports/m1_5_control_patch/RUNTIME_DEPENDENCY_LOCK.json,A,,b85f3d582cde41ac1141838d2139408a54bce591,GENERATED_EVIDENCE,CRAWL_HANDOFF_EVIDENCE_REFERENCE,"Generated evidence is retained or referenced, never selected as source authority.",A1/A5,REFERENCED_NOT_SOURCE,DO_NOT_TREAT_AS_SOURCE_AUTHORITY,GENERATED
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/reports/m1_5_control_patch/TEST_COMMANDS_AND_EXIT_CODES.md,A,,0233884bf30e5f12a8552bb89053f23be1a06646,GENERATED_EVIDENCE,CRAWL_HANDOFF_EVIDENCE_REFERENCE,"Generated evidence is retained or referenced, never selected as source authority.",A1/A5,REFERENCED_NOT_SOURCE,DO_NOT_TREAT_AS_SOURCE_AUTHORITY,GENERATED
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/scripts/build_m1_5_evidence.py,A,,025047a6945f07c3d9039210831046ba65167379,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/scripts/build_master_notebook.py,M,394ac9cc3a4eb035893a541ddbfb1c9e2f0554c6,2e60aff2adf284217573a82b5aa17299e006b309,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/scripts/dry_run_master.py,A,,8974546a41a9cc0f39a2e08ed79740567382038a,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/scripts/execute_agent1_notebooks.py,M,a28af26de12ef3770293c943dcc2bea4580ed43b,e6e9298dde7348df36e90ce607215bce14a69b9e,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/scripts/execute_master_notebook.py,M,dcd356a1934389bbea9a2dc51d175c9412d7c468,8b2d83cc797ae8cdb282ecf6368cd0de59148154,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/scripts/render_agent1_notebooks.py,M,c69cfd1b7c076111892c9143de2481b91f7ac508,f7dfcedec4e3a264f99451cfc0ba22e10251c359,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/scripts/validate_notebook_bundle.py,M,8bb4caf591399e34bd62c8bd4d99702a973789fd,56e7b0933614bc001eac311b2985defc7e1f92b4,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/src/p4_crawl/apq.py,M,0e198b85daf22b3108d5ea115bedbb201f1a508b,bdf5b17cb55ed1ae96c402d7f9075e80c54be71a,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/src/p4_crawl/assets.py,M,b927ede4285f3a0260cf09c6a18458bb2a292f67,8d7ed1a034b5d7b485ce3810f692155ae9e4e0db,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/src/p4_crawl/config.py,M,e7967686c13b5202a505d139cde2eb4eb782efae,826ea71ae2fc771485c855d6e307c63eb24e4495,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/src/p4_crawl/coverage.py,M,e0cae3d7816db92af7af1d30a77c7fcbd742fe15,ff8d2954938441fc37ec02d5c27736e6f474bf54,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/src/p4_crawl/detail.py,M,c782a4c83456d3d2f80424dac3657668e1e93747,8501c0c488f9f2b2208e6d5b8455b5f50b71793a,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/src/p4_crawl/frontier.py,M,06515cba9b7aee7cafeb162cf2434f123aa798fe,f4178d649453d3ebabee7ebf9eae4ffba4738105,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/src/p4_crawl/index_orchestrator.py,A,,a5de6e8d1428c1a3394f2a89670fb2d57bbb48b2,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/src/p4_crawl/observed.py,M,21d048f2a4aba3cd5cef242f34029405cbcb16ae,4b015428092782ef085c57fe7999689563d592f5,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/src/p4_crawl/policy.py,M,acc518b6efcef5e4a1f06596bf73e5814023f2d9,d917221176221b17f5636e924e28019f10ae7aa6,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/src/p4_crawl/release.py,M,3620999ac26f884468dc97238a071dc3eaebb96f,c5cc36fef890b77044ba94e2787129555f1db873,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/src/p4_crawl/stage.py,M,b95258c41253cb3f5cbcbfa81ce76172bdbdfba9,5dba7a0a1961d06848498627eba3efd8beb55246,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/src/p4_crawl/storage.py,M,bab100e6c53ad8c7be72f8d225161e6b56197249,6e2c7a965fd268dc34013ac7e39b1895cddc4637,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/src/p4_crawl/validator.py,A,,3bf95b2afc42249a65806437a430433c42279c52,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/tests/test_activity_text_fallback.py,A,,9b2cb9eeba9481dcbbf0b534459fd9c378da53e1,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/tests/test_assets.py,M,85a54d19124d01b78c687404dea5974f249a445c,466fe52430f79bfb5dbce59de1c3262d97e74451,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/tests/test_detail_fallback.py,D,b03bad62c78dd4996cae3bf626197e33daebb2b5,,STALE,INTEGRATION_RETAINED,Crawl handoff deletion was not replayed; prior artifact remains for lineage.,A1,SUPERSEDED_RETAINED,RETAIN_UNTIL_A3_SUPERSEDES,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/tests/test_frontier.py,M,0c5a105e9dc584b97fd5f952857e847c6c1d81d5,2dcd64c0f109649a51afa1f658e7bcad104ef1c4,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/tests/test_index_orchestrator.py,A,,47cdfa99146373669d2e1b4250598492fd3c3f85,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/tests/test_policy.py,M,61011c4a207085a85990006b6f9a812b07cf5c32,586d704de5c0f55a46db4d8f94ce1a8e5696f3ed,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/tests/test_release.py,M,b0f050c300175b81b77dfdff0bbc0817317bb7b2,a7e31aa554cb46286c3b6a2cd41d9810656ac6b6,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/tests/test_runtime_lock.py,A,,c82a6387e3850cd6b98ba7d8716d6e0480143648,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/tests/test_stage.py,A,,1554a4dff159560777c799fbb7dd04550e0143cb,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
agent/p4-a1-reconcile-crawl-authority-v1,5508fce02ba5396b5d5a55870f1f879c1f32e8e0,92207e8fe7cc445c7426218da06b0b064f9df941,observed-dev-reconciliation-20260807.1,A1_RECON_20260807_01,P4_RAW_OBSERVED_20260806_01,crawl/tests/test_validator.py,A,,3119e43e9d9ac9d719421040822cd69d39ead303,SOURCE_CODE,CRAWL_HANDOFF,Audited crawl source/control/test authority selected over integration drift.,A1,IMPORTED,CONSUME_RECONCILIATION_COMMIT,SOURCE
